schema	table	constraint	type	validated	definition
public	abc_classifications	abc_classifications_classification_check	c	true	CHECK ((classification = ANY (ARRAY['A'::text, 'B'::text, 'C'::text])))
public	abc_classifications	abc_classifications_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id) ON DELETE CASCADE
public	abc_classifications	abc_classifications_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	abc_classifications	abc_classifications_pkey	p	true	PRIMARY KEY (id)
public	abc_classifications	uq_abc_store_product_period	u	true	UNIQUE (store_id, product_id, period_year, period_month)
public	ai_api_keys	ai_api_keys_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE
public	ai_api_keys	ai_api_keys_pkey	p	true	PRIMARY KEY (id)
public	audit_events	audit_events_pkey	p	true	PRIMARY KEY (id)
public	audit_logs	audit_logs_store_id_check	c	true	CHECK (((store_id IS NOT NULL) OR (table_name = ANY (ARRAY['profiles'::text, 'stores'::text, 'system'::text]))))
public	audit_logs	audit_logs_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id)
public	audit_logs	audit_logs_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES auth.users(id)
public	audit_logs	fk_audit_logs_profiles	f	true	FOREIGN KEY (user_id) REFERENCES profiles(id)
public	audit_logs	audit_logs_pkey	p	true	PRIMARY KEY (id)
public	backup_table_registry	backup_table_registry_filter_strategy_check	c	true	CHECK ((filter_strategy = ANY (ARRAY['store_id'::text, 'global'::text, 'via_parent'::text, 'via_origin_dest'::text, 'via_entity_id'::text, 'by_id'::text])))
public	backup_table_registry	backup_table_registry_source_of_truth_check	c	true	CHECK ((source_of_truth = ANY (ARRAY['primary'::text, 'derived'::text, 'audit'::text, 'reference'::text, 'ephemeral'::text, 'unset'::text])))
public	backup_table_registry	backup_table_registry_tier_check	c	true	CHECK (((tier >= 0) AND (tier <= 99)))
public	backup_table_registry	backup_table_registry_pkey	p	true	PRIMARY KEY (id)
public	backup_table_registry	backup_table_registry_table_name_key	u	true	UNIQUE (table_name)
public	bank_statement_items	bank_statement_items_type_check	c	true	CHECK ((type = ANY (ARRAY['credit'::text, 'debit'::text])))
public	bank_statement_items	bank_statement_items_bank_statement_id_fkey	f	true	FOREIGN KEY (bank_statement_id) REFERENCES bank_statements(id) ON DELETE CASCADE
public	bank_statement_items	bank_statement_items_matched_transaction_id_fkey	f	true	FOREIGN KEY (matched_transaction_id) REFERENCES transactions(id) ON DELETE SET NULL
public	bank_statement_items	bank_statement_items_matched_transfer_id_fkey	f	true	FOREIGN KEY (matched_transfer_id) REFERENCES transfers(id) ON DELETE SET NULL
public	bank_statement_items	bank_statement_items_pkey	p	true	PRIMARY KEY (id)
public	bank_statements	bank_statements_status_check	c	true	CHECK ((status = ANY (ARRAY['pending'::text, 'reconciled'::text, 'discrepancy'::text])))
public	bank_statements	bank_statements_reconciled_by_fkey	f	true	FOREIGN KEY (reconciled_by) REFERENCES profiles(id)
public	bank_statements	bank_statements_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	bank_statements	bank_statements_pkey	p	true	PRIMARY KEY (id)
public	bulk_confirmation_tokens	bulk_confirmation_tokens_action_check	c	true	CHECK ((action = ANY (ARRAY['delete'::text, 'archive'::text])))
public	bulk_confirmation_tokens	bulk_confirmation_tokens_pkey	p	true	PRIMARY KEY (id)
public	bulk_confirmation_tokens	bulk_confirmation_tokens_token_key	u	true	UNIQUE (token)
public	bulk_ops_log	bulk_ops_log_status_check	c	true	CHECK ((status = ANY (ARRAY['initiated'::text, 'completed'::text, 'failed'::text, 'partial'::text])))
public	bulk_ops_log	bulk_ops_log_pkey	p	true	PRIMARY KEY (id)
public	business_events	business_events_pkey	p	true	PRIMARY KEY (id)
public	cash_closures	cash_closures_status_check	c	true	CHECK ((status = ANY (ARRAY['pendiente'::text, 'cerrado'::text])))
public	cash_closures	cash_closures_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id)
public	cash_closures	cash_closures_user_id_fkey	f	true	FOREIGN KEY (user_id) REFERENCES profiles(id)
public	cash_closures	cash_closures_pkey	p	true	PRIMARY KEY (id)
public	cash_movements	cash_movements_amount_check	c	true	CHECK ((amount > (0)::numeric))
public	cash_movements	cash_movements_session_id_fkey	f	true	FOREIGN KEY (session_id) REFERENCES cash_register_sessions(id)
public	cash_movements	cash_movements_pkey	p	true	PRIMARY KEY (id)
public	cash_register_sessions	cash_register_sessions_cashier_id_fkey	f	true	FOREIGN KEY (cashier_id) REFERENCES profiles(id)
public	cash_register_sessions	cash_register_sessions_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id)
public	cash_register_sessions	cash_register_sessions_pkey	p	true	PRIMARY KEY (id)
public	cash_sessions	cash_sessions_pkey	p	true	PRIMARY KEY (id)
public	categories	categories_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	categories	categories_pkey	p	true	PRIMARY KEY (id)
public	categories	categories_name_key	u	true	UNIQUE (name)
public	commission_payments	chk_payment_amounts	c	true	CHECK (((final_amount >= (0)::numeric) AND (calculated_amount >= (0)::numeric)))
public	commission_payments	chk_payment_dates	c	true	CHECK ((period_end >= period_start))
public	commission_payments	commission_payments_payment_method_check	c	true	CHECK (((payment_method IS NULL) OR (payment_method = ANY (ARRAY['cash'::text, 'transfer'::text, 'zelle'::text, 'mixed'::text]))))
public	commission_payments	commission_payments_status_check	c	true	CHECK ((status = ANY (ARRAY['draft'::text, 'approved'::text, 'paid'::text, 'cancelled'::text, 'flagged_for_review'::text])))
public	commission_payments	commission_payments_approved_by_fkey	f	true	FOREIGN KEY (approved_by) REFERENCES profiles(id)
public	commission_payments	commission_payments_created_by_fkey	f	true	FOREIGN KEY (created_by) REFERENCES profiles(id)
public	commission_payments	commission_payments_paid_by_fkey	f	true	FOREIGN KEY (paid_by) REFERENCES profiles(id)
public	commission_payments	commission_payments_rule_applied_id_fkey	f	true	FOREIGN KEY (rule_applied_id) REFERENCES commission_rules(id) ON DELETE SET NULL
public	commission_payments	commission_payments_store_id_fkey	f	true	FOREIGN KEY (store_id) REFERENCES stores(id) ON DELETE CASCADE
public	commission_payments	commission_payments_worker_id_fkey	f	true	FOREIGN KEY (worker_id) REFERENCES workers(id) ON DELETE CASCADE
public	commission_payments	commission_payments_pkey	p	true	PRIMARY KEY (id)
public	commission_payments	no_overlapping_periods	x	true	EXCLUDE USING gist (worker_id WITH =, daterange(period_start, period_end, '[]'::text) WITH &&) WHERE ((status <> 'cancelled'::text))
public	commission_reception_links	commission_reception_links_distribution_method_check	c	true	CHECK ((distribution_method = ANY (ARRAY['quantity'::text, 'cost_value'::text, 'weight'::text, 'manual'::text])))
public	commission_reception_links	commission_reception_links_commission_payment_id_fkey	f	true	FOREIGN KEY (commission_payment_id) REFERENCES commission_payments(id) ON DELETE SET NULL
public	commission_reception_links	commission_reception_links_created_by_fkey	f	true	FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL
public	commission_reception_links	commission_reception_links_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id) ON DELETE SET NULL
public	commission_reception_links	commission_reception_links_receipt_id_fkey	f	true	FOREIGN KEY (receipt_id) REFERENCES receipts(id) ON DELETE CASCADE
public	commission_reception_links	commission_reception_links_pkey	p	true	PRIMARY KEY (id)
public	commission_rule_products	commission_rule_products_commission_mode_check	c	true	CHECK (((commission_mode IS NULL) OR (commission_mode = ANY (ARRAY['per_sale'::text, 'per_unit'::text]))))
public	commission_rule_products	commission_rule_products_product_id_fkey	f	true	FOREIGN KEY (product_id) REFERENCES products(id) ON DELETE CASCADE
public	commission_rule_products	commission_rule_products_rule_id_fkey	f	true	FOREIGN KEY (rule_id) REFERENCES commission_rules(id) ON DELETE CASCADE
public	commission_rule_products	commission_rule_products_pkey	p	true	PRIMARY KEY (id)
public	commission_rule_products	commission_rule_products_rule_id_product_id_key	u	true	UNIQUE (rule_id, product_id)
public	commission_rule_versions	commission_rule_versions_changed_by_fkey	f	true	FOREIGN KEY (changed_by) REFERENCES profiles(id)
public	commission_rule_versions	commission_rule_versions_rule_id_fkey	f	true	FOREIGN KEY (rule_id) REFERENCES commission_rules(id) ON DELETE CASCADE
public	commission_rule_versions	commission_rule_versions_pkey	p	true	PRIMARY KEY (id)
public	commission_rule_versions	commission_rule_versions_rule_id_version_key	u	true	UNIQUE (rule_id, version)
public	commission_rules	chk_commission_values	c	true	CHECK ((((type = 'percentage_sales'::text) AND (value_percent IS NOT NULL) AND (value_percent >= (0)::numeric) AND (value_percent <= (100)::numeric)) OR ((type = 'fixed_amount'::text) AND (fixed_value IS NOT NULL) AND (fixed_value >= (0)::numeric)) OR ((type = 'salary_based'::text) AND (salary_amount IS NOT NULL) AND (salary_amount >= (0)::numeric)) OR ((type = 'hybrid'::text) AND (salary_amount IS NOT NULL) AND (value_percent IS NOT NULL)) OR ((type = 'product_specific'::text) AND (product_commission_amount IS NOT NULL) AND (product_commission_amount >= (0)::numeric)) OR ((type = 'scale_percentage'::text) AND (value_percent IS NOT NULL) AND (value_percent >= (0)::numeric) AND (value_percent <= (100)::numeric))))
public	commission_rules	commission_rules_base_calculation_check	c	true	CHECK ((base_calculation = ANY (ARRAY['total_sales'::text, 'cash_sales'::text, 'transfer_sales'::text, 'net_sales'::text])))
public	commission_rules	commission_rules_product_commission_mode_check	c	true	CHECK (((product_commission_mode IS NULL) OR (product_commission_mode = ANY (ARRAY['per_sale'::text, 'per_unit'::text]))))
public	commission_rules	commission_rules_type_check	c	true	CHECK ((type = ANY (ARRAY['percentage_sales'::text, 'fixed_amount'::text, 'salary_based'::text, 'hybrid'::text, 'product_specific'::text, 'scale_percentage'::text])))
public	commission_rules	commission_rules_created_by_fkey	f	true	FOREIGN KEY (created_by) REFERENCES profiles(id)
